seed,policy,budget,loss,ack_loss,delay,ticks,useful_packets,usable_value,possible_value,learners_reached,learners,responses_returned,orphan_packets,expired_or_undelivered,in_flight,pending_acks,processes,data_bytes,ack_bytes,dropped_bytes,duplicate_bytes
14,fifo,1024,0.2,0.2,1,48,2,4.640000000000001,48.7,2,12,2,1,34,0,1,False,6725,736,1396,2118
14,edf,1024,0.2,0.2,1,48,2,3.69,48.7,2,12,2,1,34,0,2,False,6496,690,1302,1392
14,risk,1024,0.2,0.2,1,48,3,5.612,48.7,2,12,2,1,33,0,1,False,6741,782,1422,1981
14,density,1024,0.2,0.2,1,48,3,6.76,48.7,3,12,3,0,33,0,1,False,6830,874,1460,1390
14,no_dependencies,1024,0.2,0.2,1,48,3,6.76,48.7,3,12,3,0,33,0,1,False,7108,966,1257,1668
14,no_fairness,1024,0.2,0.2,1,48,3,6.76,48.7,3,12,3,0,33,0,1,False,6830,920,1211,1639
15,isoko,1024,0.2,0.2,1,48,4,8.3,50.339999999999996,4,12,3,0,32,0,3,False,8393,874,2427,1362
15,fifo,1024,0.2,0.2,1,48,0,0,50.339999999999996,0,12,0,3,36,0,0,False,6388,506,1409,1602
15,edf,1024,0.2,0.2,1,48,3,4.7940000000000005,50.339999999999996,2,12,2,0,33,0,0,False,7225,690,1554,1201
15,risk,1024,0.2,0.2,1,48,0,0,50.339999999999996,0,12,0,5,36,0,0,False,6657,598,1843,1226
15,density,1024,0.2,0.2,1,48,5,9.104,50.339999999999996,4,12,3,0,31,0,4,False,10013,1012,3056,1861
15,no_dependencies,1024,0.2,0.2,1,48,5,8.824,50.339999999999996,4,12,3,0,31,0,3,False,8931,966,2427,1362
15,no_fairness,1024,0.2,0.2,1,48,3,6.57,50.339999999999996,3,12,3,0,33,0,3,False,8667,828,3027,1861
16,isoko,1024,0.2,0.2,1,48,4,10.14,47.28,4,12,4,0,32,0,1,False,8699,1058,1935,1362
16,fifo,1024,0.2,0.2,1,48,3,5.24,47.28,1,12,1,1,33,0,0,False,7032,690,1866,1300
16,edf,1024,0.2,0.2,1,48,3,4.104,47.28,2,12,2,0,33,0,0,False,7125,644,1700,834
16,risk,1024,0.2,0.2,1,48,3,6.34,47.28,2,12,2,0,33,0,1,False,8624,828,2952,1336
16,density,1024,0.2,0.2,1,48,4,10.14,47.28,4,12,4,0,32,0,1,False,9012,1150,1843,1861
16,no_dependencies,1024,0.2,0.2,1,48,4,10.14,47.28,4,12,4,0,32,0,1,False,9013,1104,1935,1362
16,no_fairness,1024,0.2,0.2,1,48,4,10.14,47.28,4,12,4,0,32,0,1,False,8698,1058,1889,1361
17,isoko,1024,0.2,0.2,1,48,3,6.82,48.08,3,12,3,0,33,0,2,False,8978,874,3257,1669
17,fifo,1024,0.2,0.2,1,48,1,1.53,48.08,1,12,1,2,35,0,1,False,8539,644,3818,1328
17,edf,1024,0.2,0.2,1,48,2,5.29,48.08,2,12,1,2,34,0,1,False,8277,782,1527,1388
17,risk,1024,0.2,0.2,1,48,1,1.94,48.08,1,12,1,2,35,0,0,False,8400,782,2012,2197
17,density,1024,0.2,0.2,1,48,4,9.19,48.08,4,12,4,0,32,0,2,False,9522,1012,3258,1612
17,no_dependencies,1024,0.2,0.2,1,48,3,6.82,48.08,3,12,3,0,33,0,2,False,9247,874,3526,1669
17,no_fairness,1024,0.2,0.2,1,48,4,9.19,48.08,4,12,4,0,32,0,2,False,9283,966,2989,1640
18,isoko,1024,0.2,0.2,1,48,2,4.73,48.06,2,12,2,0,34,0,0,False,6248,828,1573,1362
18,fifo,1024,0.2,0.2,1,48,1,2.11,48.06,1,12,1,3,35,0,0,False,6542,736,664,1727
18,edf,1024,0.2,0.2,1,48,0,0,48.06,0,12,0,3,36,0,0,False,4375,460,295,0
18,risk,1024,0.2,0.2,1,48,3,5.24,48.06,1,12,1,1,33,0,0,False,6540,828,1081,1888
18,density,1024,0.2,0.2,1,48,4,8.85,48.06,4,12,3,0,32,0,1,False,7670,1058,1502,2111
18,no_dependencies,1024,0.2,0.2,1,48,2,4.73,48.06,2,12,2,0,34,0,0,False,6248,828,1573,1362
18,no_fairness,1024,0.2,0.2,1,48,2,4.73,48.06,2,12,2,0,34,0,0,False,6248,874,1369,1862
19,isoko,1024,0.2,0.2,1,48,5,10.85,44.5,5,12,5,0,31,0,1,False,8695,1242,1628,1611
19,fifo,1024,0.2,0.2,1,48,3,2.64,44.5,1,12,1,1,33,0,1,False,8468,736,2280,2061
19,edf,1024,0.2,0.2,1,48,2,3.54,44.5,2,12,2,1,34,0,1,False,7419,736,2128,1112
19,risk,1024,0.2,0.2,1,48,0,0,44.5,0,12,0,4,36,0,0,False,7058,460,2517,553
19,density,1024,0.2,0.2,1,48,4,9.03,44.5,4,12,3,1,32,0,2,False,8398,1104,1472,2139
19,no_dependencies,1024,0.2,0.2,1,48,3,6.68,44.5,3,12,3,1,33,0,1,False,7589,1104,1006,2167
19,no_fairness,1024,0.2,0.2,1,48,5,10.85,44.5,5,12,5,0,31,0,2,False,8972,1242,1489,2139
20,isoko,1024,0.2,0.2,1,48,5,9.879999999999999,43.78,5,12,5,0,31,0,3,False,9536,1334,1313,2448
20,fifo,1024,0.2,0.2,1,48,4,6.62,43.78,4,12,4,0,32,0,2,False,7869,966,1491,1641
20,edf,1024,0.2,0.2,1,48,2,2.96,43.78,2,12,2,0,34,0,1,False,7239,644,1984,835
20,risk,1024,0.2,0.2,1,48,3,4.8,43.78,1,12,1,0,33,0,1,False,7468,828,936,2930
20,density,1024,0.2,0.2,1,48,5,9.879999999999999,43.78,5,12,4,0,31,0,3,False,9533,1334,1312,3225
20,no_dependencies,1024,0.2,0.2,1,48,5,9.879999999999999,43.78,5,12,5,0,31,0,3,False,9536,1334,1313,2448
20,no_fairness,1024,0.2,0.2,1,48,5,9.879999999999999,43.78,5,12,4,0,31,0,3,False,9534,1334,1312,2976
1,isoko,4096,0.0,0.0,1,48,12,23.84,47.68,12,12,12,0,24,0,2,False,27136,4278,0,10730
1,fifo,4096,0.0,0.0,1,48,19,25.89,47.68,7,12,7,1,17,0,2,False,31513,4048,0,11009
1,edf,4096,0.0,0.0,1,48,18,24.64,47.68,8,12,8,0,18,0,3,False,29420,3588,0,7061
1,risk,4096,0.0,0.0,1,48,22,30.73,47.68,8,12,8,0,14,0,2,False,32463,4186,0,9752
1,density,4096,0.0,0.0,1,48,22,33.410000000000004,47.68,12,12,12,2,14,0,2,False,34801,5106,0,10795
1,no_dependencies,4096,0.0,0.0,1,48,20,31.150000000000002,47.68,12,12,12,3,16,0,2,False,34741,5060,0,11073
1,no_fairness,4096,0.0,0.0,1,48,12,23.84,47.68,12,12,12,0,24,0,2,False,27136,4278,0,10730
2,isoko,4096,0.0,0.0,1,48,18,29.76,48.06,12,12,12,0,18,0,3,False,30266,4278,0,9249
2,fifo,4096,0.0,0.0,1,48,20,25.44,48.06,7,12,7,0,16,0,5,False,36126,4232,0,15017
2,edf,4096,0.0,0.0,1,48,18,25.086,48.06,7,12,7,1,18,0,1,False,31184,3772,0,8198
2,risk,4096,0.0,0.0,1,48,22,33.22,48.06,8,12,8,0,14,0,3,False,34199,4186,0,10791
2,density,4096,0.0,0.0,1,48,16,28.44,48.06,12,12,12,4,20,0,3,False,34406,4922,0,13302
2,no_dependencies,4096,0.0,0.0,1,48,16,28.44,48.06,12,12,12,4,20,0,3,False,34741,4738,0,11576
2,no_fairness,4096,0.0,0.0,1,48,18,29.76,48.06,12,12,12,0,18,0,3,False,30313,4278,0,9663
3,isoko,4096,0.0,0.0,1,48,18,29.184,48.08,12,12,12,0,18,0,1,False,27758,4324,0,8443
3,fifo,4096,0.0,0.0,1,48,21,30.12,48.08,7,12,7,1,15,0,4,False,33548,4278,0,11374
3,edf,4096,0.0,0.0,1,48,21,27.796,48.08,9,12,9,0,15,0,4,False,33254,4048,0,7505
3,risk,4096,0.0,0.0,1,48,20,31.146,48.08,7,12,7,1,16,0,3,False,34746,4370,0,13364
3,density,4096,0.0,0.0,1,48,21,33.784,48.08,12,12,12,2,15,0,1,False,33889,4922,0,10053
3,no_dependencies,4096,0.0,0.0,1,48,21,33.784,48.08,12,12,12,2,15,0,1,False,33889,4922,0,10053
3,no_fairness,4096,0.0,0.0,1,48,18,29.136000000000003,48.08,12,12,12,0,18,0,1,False,27398,4324,0,8443
4,isoko,4096,0.0,0.0,1,48,14,24.61,45.84,12,12,12,0,22,0,3,False,25849,3956,0,9475
4,fifo,4096,0.0,0.0,1,48,21,26.418,45.84,8,12,8,0,15,0,4,False,31476,3956,0,9901
4,edf,4096,0.0,0.0,1,48,19,27.31,45.84,7,12,7,0,17,0,2,False,29588,3772,0,6850
4,risk,4096,0.0,0.0,1,48,17,22.048000000000002,45.84,6,12,6,0,19,0,2,False,29160,3634,0,11067
4,density,4096,0.0,0.0,1,48,16,25.198,45.84,11,12,11,4,20,0,2,False,31083,4462,0,9058
4,no_dependencies,4096,0.0,0.0,1,48,16,25.198,45.84,11,12,11,4,20,0,2,False,31083,4462,0,9058
4,no_fairness,4096,0.0,0.0,1,48,14,24.61,45.84,12,12,12,0,22,0,3,False,25849,3956,0,9475
5,isoko,4096,0.0,0.0,1,48,15,29.046,52.58,12,12,12,0,21,0,0,False,24657,3910,0,7751
5,fifo,4096,0.0,0.0,1,48,15,22.1,52.58,5,12,5,2,21,0,1,False,27093,3588,0,9908
5,edf,4096,0.0,0.0,1,48,18,26.12,52.58,6,12,6,2,18,0,2,False,26900,3404,0,4588
5,risk,4096,0.0,0.0,1,48,21,32.38,52.58,7,12,7,0,15,0,2,False,27805,3818,0,9305
5,density,4096,0.0,0.0,1,48,20,35.28,52.58,12,12,12,0,16,0,0,False,29171,4508,0,8767
5,no_dependencies,4096,0.0,0.0,1,48,20,35.28,52.58,12,12,12,0,16,0,0,False,29106,4462,0,8115
5,no_fairness,4096,0.0,0.0,1,48,15,29.046,52.58,12,12,12,0,21,0,0,False,24935,3956,0,8029
6,isoko,4096,0.0,0.0,1,48,14,24.626,48.160000000000004,11,12,11,0,22,0,2,False,25551,3910,0,8247
6,fifo,4096,0.0,0.0,1,48,13,19.400000000000002,48.160000000000004,5,12,5,2,23,0,1,False,27179,3358,0,8927
6,edf,4096,0.0,0.0,1,48,19,28.69,48.160000000000004,8,12,8,0,17,0,3,False,30108,3634,0,6068
6,risk,4096,0.0,0.0,1,48,15,22.240000000000002,48.160000000000004,5,12,5,1,21,0,1,False,27426,3358,0,7339
6,density,4096,0.0,0.0,1,48,18,30.146,48.160000000000004,11,12,11,1,18,0,2,False,29173,4416,0,8253
6,no_dependencies,4096,0.0,0.0,1,48,18,29.504,48.160000000000004,11,12,11,1,18,0,2,False,28901,4324,0,8031
6,no_fairness,4096,0.0,0.0,1,48,14,24.626,48.160000000000004,11,12,11,0,22,0,2,False,25551,3910,0,8247
7,isoko,4096,0.0,0.0,1,48,17,25.226000000000003,42.0,12,12,12,0,19,0,2,False,28563,4186,0,8467
7,fifo,4096,0.0,0.0,1,48,19,22.040000000000003,42.0,7,12,7,0,17,0,4,False,35750,4232,0,12337
7,edf,4096,0.0,0.0,1,48,24,27.2,42.0,8,12,8,1,12,0,3,False,33549,4186,0,7504
7,risk,4096,0.0,0.0,1,48,21,24.52,42.0,7,12,7,1,15,0,2,False,33437,4140,0,8752
7,density,4096,0.0,0.0,1,48,22,29.810000000000002,42.0,12,12,12,2,14,0,2,False,34703,4830,0,8791
7,no_dependencies,4096,0.0,0.0,1,48,20,27.7,42.0,12,12,12,3,16,0,2,False,34489,4738,0,8512
7,no_fairness,4096,0.0,0.0,1,48,17,25.766000000000002,42.0,12,12,12,0,19,0,2,False,29587,4186,0,8467
8,isoko,4096,0.0,0.0,1,48,16,26.542,45.32,12,12,12,0,20,0,2,False,28806,4416,0,10336
8,fifo,4096,0.0,0.0,1,48,20,26.53,45.32,8,12,8,1,16,0,5,False,37073,4554,0,14221
8,edf,4096,0.0,0.0,1,48,26,33.160000000000004,45.32,10,12,10,4,10,0,5,False,37776,4784,0,8084
8,risk,4096,0.0,0.0,1,48,26,34.91,45.32,10,12,10,0,10,0,4,False,37457,4968,0,12521
8,density,4096,0.0,0.0,1,48,21,31.382,45.32,12,12,12,3,15,0,2,False,35799,5152,0,11639
8,no_dependencies,4096,0.0,0.0,1,48,22,31.882,45.32,12,12,12,3,14,0,2,False,36412,5198,0,11656
8,no_fairness,4096,0.0,0.0,1,48,16,26.542,45.32,12,12,12,0,20,0,2,False,28806,4416,0,10336
9,isoko,4096,0.0,0.0,1,48,13,24.082,47.06,12,12,12,0,23,0,2,False,25447,4186,0,11207
9,fifo,4096,0.0,0.0,1,48,18,20.02,47.06,6,12,6,2,18,0,3,False,32709,4186,0,11625
9,edf,4096,0.0,0.0,1,48,18,21.84,47.06,6,12,6,0,18,0,3,False,32542,3956,0,10337
9,risk,4096,0.0,0.0,1,48,24,32.58,47.06,8,12,8,0,12,0,3,False,33931,4416,0,10294
9,density,4096,0.0,0.0,1,48,23,33.2,47.06,11,12,11,1,13,0,2,False,34625,5014,0,10780
9,no_dependencies,4096,0.0,0.0,1,48,22,32.372,47.06,11,12,11,1,14,0,2,False,34071,4968,0,10438
9,no_fairness,4096,0.0,0.0,1,48,13,24.082,47.06,12,12,12,0,23,0,2,False,25447,4186,0,11207
10,isoko,4096,0.0,0.0,1,48,18,26.826,43.46,12,12,12,0,18,0,2,False,27643,4232,0,8145
10,fifo,4096,0.0,0.0,1,48,21,25.66,43.46,7,12,7,0,15,0,4,False,32214,4140,0,10796
10,edf,4096,0.0,0.0,1,48,22,28.23,43.46,9,12,9,2,14,0,4,False,33543,4324,0,6794
10,risk,4096,0.0,0.0,1,48,18,21.82,43.46,6,12,6,2,18,0,3,False,30231,3772,0,10484
10,density,4096,0.0,0.0,1,48,21,29.55,43.46,11,12,11,2,15,0,1,False,30453,4462,0,7099
10,no_dependencies,4096,0.0,0.0,1,48,22,31.06,43.46,12,12,12,2,14,0,2,False,31857,4508,0,7457
10,no_fairness,4096,0.0,0.0,1,48,18,26.826,43.46,12,12,12,0,18,0,2,False,27643,4232,0,8145
11,isoko,4096,0.0,0.0,1,48,13,25.77,49.14,12,12,12,0,23,0,2,False,29366,4416,0,10059
11,fifo,4096,0.0,0.0,1,48,21,28.02,49.14,7,12,7,0,15,0,3,False,35628,4232,0,10204
11,edf,4096,0.0,0.0,1,48,19,26.93,49.14,8,12,8,2,17,0,4,False,36368,4324,0,9475
11,risk,4096,0.0,0.0,1,48,25,36.98,49.14,9,12,9,0,11,0,2,False,37566,5014,0,12130
11,density,4096,0.0,0.0,1,48,25,38.348,49.14,12,12,12,0,11,0,2,False,37132,5428,0,11176
11,no_dependencies,4096,0.0,0.0,1,48,24,36.896,49.14,12,12,12,0,12,0,2,False,37379,5336,0,11096
11,no_fairness,4096,0.0,0.0,1,48,13,25.77,49.14,12,12,12,0,23,0,2,False,29366,4416,0,10059
12,isoko,4096,0.0,0.0,1,48,15,28.124000000000002,50.84,11,12,11,0,21,0,3,False,27491,4094,0,9896
12,fifo,4096,0.0,0.0,1,48,21,30.72,50.84,7,12,7,0,15,0,3,False,34856,3956,0,11421
12,edf,4096,0.0,0.0,1,48,20,28.36,50.84,8,12,8,2,16,0,3,False,33332,3956,0,7638
12,risk,4096,0.0,0.0,1,48,24,36.4,50.84,8,12,8,1,12,0,3,False,35786,4554,0,10284
12,density,4096,0.0,0.0,1,48,24,37.454,50.84,11,12,11,2,12,0,3,False,35819,5198,0,10573
12,no_dependencies,4096,0.0,0.0,1,48,25,38.866,50.84,11,12,11,1,11,0,3,False,35605,5060,0,9227
12,no_fairness,4096,0.0,0.0,1,48,14,27.264,50.84,11,12,11,0,22,0,3,False,27472,4094,0,10146
13,isoko,4096,0.0,0.0,1,48,13,26.438000000000002,50.9,12,12,12,0,23,0,2,False,25390,4140,0,10146
13,fifo,4096,0.0,0.0,1,48,18,25.5,50.9,6,12,6,0,18,0,4,False,30215,3680,0,10737
13,edf,4096,0.0,0.0,1,48,16,24.21,50.9,6,12,6,1,20,0,3,False,28229,3358,0,7349
13,risk,4096,0.0,0.0,1,48,16,24.556,50.9,6,12,6,1,20,0,2,False,30366,3910,0,12552
13,density,4096,0.0,0.0,1,48,20,33.678000000000004,50.9,11,12,11,0,16,0,2,False,32413,4692,0,11090
13,no_dependencies,4096,0.0,0.0,1,48,21,35.848,50.9,12,12,12,0,15,0,3,False,33568,4830,0,10784
13,no_fairness,4096,0.0,0.0,1,48,12,24.268,50.9,11,12,11,0,24,0,2,False,24551,4002,0,10115
14,isoko,4096,0.0,0.0,1,48,17,28.98,48.7,11,12,11,0,19,0,2,False,24104,3772,0,7196
14,fifo,4096,0.0,0.0,1,48,17,23.154,48.7,6,12,6,0,19,0,2,False,25687,3266,0,9223
14,edf,4096,0.0,0.0,1,48,22,31.024,48.7,9,12,9,0,14,0,4,False,29269,3864,0,7262
14,risk,4096,0.0,0.0,1,48,20,29.538,48.7,7,12,7,0,16,0,1,False,26406,3450,0,6940
14,density,4096,0.0,0.0,1,48,19,30.332,48.7,11,12,11,1,17,0,2,False,28482,4278,0,8423
14,no_dependencies,4096,0.0,0.0,1,48,19,30.332,48.7,11,12,11,1,17,0,2,False,28273,4232,0,8214
14,no_fairness,4096,0.0,0.0,1,48,17,28.98,48.7,11,12,11,0,19,0,2,False,24104,3772,0,7196
15,isoko,4096,0.0,0.0,1,48,15,27.928,50.339999999999996,12,12,12,0,21,0,4,False,29325,4462,0,11645
15,fifo,4096,0.0,0.0,1,48,20,28.09,50.339999999999996,8,12,8,5,16,0,6,False,36551,4600,0,13158
15,edf,4096,0.0,0.0,1,48,27,38.135999999999996,50.339999999999996,10,12,10,0,9,0,5,False,36950,4922,0,10187
15,risk,4096,0.0,0.0,1,48,27,38.699999999999996,50.339999999999996,9,12,9,0,9,0,5,False,36534,4738,0,11291
15,density,4096,0.0,0.0,1,48,22,36.25,50.339999999999996,12,12,12,3,14,0,4,False,37315,5520,0,13419
15,no_dependencies,4096,0.0,0.0,1,48,21,34.257999999999996,50.339999999999996,12,12,12,3,15,0,4,False,37024,5474,0,13291
15,no_fairness,4096,0.0,0.0,1,48,15,27.928,50.339999999999996,12,12,12,0,21,0,4,False,29325,4462,0,11645
16,isoko,4096,0.0,0.0,1,48,13,22.548000000000002,47.28,10,12,10,0,23,0,1,False,24807,3588,0,7928
16,fifo,4096,0.0,0.0,1,48,14,17.978,47.28,5,12,5,1,22,0,2,False,25335,3128,0,8658
16,edf,4096,0.0,0.0,1,48,15,22.628,47.28,7,12,7,1,21,0,3,False,29319,3266,0,5817
16,risk,4096,0.0,0.0,1,48,15,24.08,47.28,5,12,5,1,21,0,2,False,27852,3266,0,8712
16,density,4096,0.0,0.0,1,48,18,28.618,47.28,10,12,10,0,18,0,1,False,28115,4048,0,8038
16,no_dependencies,4096,0.0,0.0,1,48,18,28.618,47.28,10,12,10,0,18,0,1,False,27950,4002,0,7354
16,no_fairness,4096,0.0,0.0,1,48,13,22.548000000000002,47.28,10,12,10,0,23,0,1,False,24807,3588,0,7928
17,isoko,4096,0.0,0.0,1,48,16,27.786,48.08,11,12,11,0,20,0,3,False,27279,4002,0,8686
17,fifo,4096,0.0,0.0,1,48,18,25.02,48.08,6,12,6,0,18,0,4,False,32957,3772,0,12554
17,edf,4096,0.0,0.0,1,48,21,28.98,48.08,7,12,7,1,15,0,5,False,33687,3542,0,5166
17,risk,4096,0.0,0.0,1,48,21,29.26,48.08,7,12,7,1,15,0,2,False,30869,3956,0,8965
17,density,4096,0.0,0.0,1,48,20,31.878,48.08,11,12,11,3,16,0,3,False,35801,4830,0,9612
17,no_dependencies,4096,0.0,0.0,1,48,20,31.878,48.08,11,12,11,3,16,0,3,False,35801,4830,0,9612
17,no_fairness,4096,0.0,0.0,1,48,16,27.786,48.08,11,12,11,0,20,0,3,False,27557,4048,0,8964
18,isoko,4096,0.0,0.0,1,48,13,22.872,48.06,10,12,10,0,23,0,1,False,23839,3588,0,7860
18,fifo,4096,0.0,0.0,1,48,15,19.419999999999998,48.06,5,12,5,0,21,0,2,False,28159,3266,0,9597
18,edf,4096,0.0,0.0,1,48,13,16.720000000000002,48.06,5,12,5,1,23,0,2,False,23840,2622,0,5155
18,risk,4096,0.0,0.0,1,48,15,20.6,48.06,5,12,5,1,21,0,0,False,24685,3128,0,8380
18,density,4096,0.0,0.0,1,48,15,24.47,48.06,9,12,9,1,21,0,0,False,27570,4094,0,9353
18,no_dependencies,4096,0.0,0.0,1,48,15,23.442,48.06,9,12,9,2,21,0,0,False,28599,4048,0,8798
18,no_fairness,4096,0.0,0.0,1,48,12,20.902,48.06,9,12,9,0,24,0,0,False,22722,3450,0,7551
19,isoko,4096,0.0,0.0,1,48,20,28.682,44.5,12,12,12,0,16,0,2,False,28528,4278,0,8199
19,fifo,4096,0.0,0.0,1,48,18,19.82,44.5,6,12,6,1,18,0,3,False,34012,4002,0,11588
19,edf,4096,0.0,0.0,1,48,16,19.68,44.5,6,12,6,4,20,0,2,False,31712,3680,0,5474
19,risk,4096,0.0,0.0,1,48,22,30.2,44.5,8,12,8,1,14,0,2,False,33997,4232,0,8965
19,density,4096,0.0,0.0,1,48,19,28.342,44.5,12,12,12,2,17,0,2,False,32845,4830,0,9615
19,no_dependencies,4096,0.0,0.0,1,48,19,26.636,44.5,11,12,11,2,17,0,1,False,32073,4738,0,9203
19,no_fairness,4096,0.0,0.0,1,48,20,28.682,44.5,12,12,12,0,16,0,2,False,28528,4278,0,8199
20,isoko,4096,0.0,0.0,1,48,20,28.262,43.78,12,12,12,0,16,0,0,False,25416,4002,0,6141
20,fifo,4096,0.0,0.0,1,48,19,23.09,43.78,7,12,7,2,17,0,2,False,28967,3910,0,8650
20,edf,4096,0.0,0.0,1,48,25,31.11,43.78,9,12,9,0,11,0,4,False,30883,4048,0,5599
20,risk,4096,0.0,0.0,1,48,20,26.004,43.78,8,12,8,1,16,0,3,False,27811,3910,0,9028
20,density,4096,0.0,0.0,1,48,21,30.25,43.78,12,12,12,1,15,0,0,False,29032,4462,0,7688
20,no_dependencies,4096,0.0,0.0,1,48,21,30.25,43.78,12,12,12,1,15,0,0,False,29058,4462,0,7370
20,no_fairness,4096,0.0,0.0,1,48,20,28.262,43.78,12,12,12,0,16,0,0,False,25416,4002,0,6141
1,isoko,4096,0.2,0.2,1,48,8,14.66,47.68,8,12,8,0,28,0,2,False,27525,3128,8073,7478
1,fifo,4096,0.2,0.2,1,48,10,13.84,47.68,4,12,4,5,26,0,1,False,32262,3082,8180,7543
1,edf,4096,0.2,0.2,1,48,7,10.408,47.68,4,12,4,6,29,0,0,False,29328,2576,7922,4308
1,risk,4096,0.2,0.2,1,48,6,10.17,47.68,3,12,3,11,30,0,0,False,30607,2944,8031,5776
1,density,4096,0.2,0.2,1,48,15,20.728,47.68,8,12,8,2,21,0,5,False,37087,3864,10783,8358
1,no_dependencies,4096,0.2,0.2,1,48,15,20.728,47.68,8,12,8,0,21,0,2,False,36067,3864,10440,8627
1,no_fairness,4096,0.2,0.2,1,48,8,14.66,47.68,8,12,8,0,28,0,2,False,27525,3128,8073,7478
2,isoko,4096,0.2,0.2,1,48,16,26.88,48.06,11,12,11,0,20,0,9,False,32567,3864,4956,10749
2,fifo,4096,0.2,0.2,1,48,17,22.02,48.06,6,12,5,2,19,0,6,False,36444,3542,4810,11434
2,edf,4096,0.2,0.2,1,48,12,17.272,48.06,5,12,5,3,24,0,3,False,31280,3082,4799,6359
2,risk,4096,0.2,0.2,1,48,17,27.292,48.06,8,12,8,2,19,0,6,False,35711,3726,6128,9872
2,density,4096,0.2,0.2,1,48,17,28.88,48.06,11,12,11,2,19,0,9,False,37926,4416,5865,13073
2,no_dependencies,4096,0.2,0.2,1,48,17,28.04,48.06,11,12,11,1,19,0,9,False,38200,4370,5404,12303
2,no_fairness,4096,0.2,0.2,1,48,16,26.88,48.06,11,12,11,0,20,0,9,False,32567,3864,4956,10749
3,isoko,4096,0.2,0.2,1,48,13,24.264,48.08,10,12,9,1,23,0,2,False,27952,3588,5321,7811
3,fifo,4096,0.2,0.2,1,48,17,24.84,48.08,7,12,7,0,19,0,4,False,34124,3496,8163,9011
3,edf,4096,0.2,0.2,1,48,10,16.288,48.08,5,12,4,5,26,0,3,False,29724,2622,6264,3584
3,risk,4096,0.2,0.2,1,48,16,26.816,48.08,6,12,6,3,20,0,2,False,34462,3404,8436,7268
3,density,4096,0.2,0.2,1,48,17,28.644,48.08,10,12,9,2,19,0,3,False,34000,4094,7074,8298
3,no_dependencies,4096,0.2,0.2,1,48,16,27.288,48.08,10,12,9,2,20,0,3,False,33558,4002,7324,7781
3,no_fairness,4096,0.2,0.2,1,48,13,24.264,48.08,10,12,9,1,23,0,2,False,27952,3588,5321,7811
4,isoko,4096,0.2,0.2,1,48,10,19.61,45.84,10,12,10,0,26,0,3,False,25407,3312,4773,8641
4,fifo,4096,0.2,0.2,1,48,12,15.718,45.84,5,12,5,5,24,0,2,False,29031,2990,4542,6298
4,edf,4096,0.2,0.2,1,48,14,21.234,45.84,5,12,5,2,22,0,1,False,27727,3036,4548,5094
4,risk,4096,0.2,0.2,1,48,15,19.78,45.84,5,12,5,0,21,0,2,False,29136,2990,5726,7651
4,density,4096,0.2,0.2,1,48,13,21.252,45.84,9,12,9,4,23,0,3,False,32128,3864,6730,7790
4,no_dependencies,4096,0.2,0.2,1,48,11,19.802,45.84,9,12,9,4,25,0,3,False,32010,3864,6351,8484
4,no_fairness,4096,0.2,0.2,1,48,10,19.61,45.84,10,12,10,0,26,0,3,False,25407,3312,4773,8641
5,isoko,4096,0.2,0.2,1,48,12,22.756,52.58,9,12,9,0,24,0,2,False,24957,3128,5338,5834
5,fifo,4096,0.2,0.2,1,48,14,20.462,52.58,5,12,5,2,22,0,2,False,28808,2898,6814,6362
5,edf,4096,0.2,0.2,1,48,14,20.462,52.58,5,12,5,4,22,0,2,False,27969,2898,5483,3101
5,risk,4096,0.2,0.2,1,48,16,25.606,52.58,6,12,6,2,20,0,2,False,28996,3266,5972,6621
5,density,4096,0.2,0.2,1,48,14,24.656,52.58,8,12,8,0,22,0,1,False,29185,3404,6945,6293
5,no_dependencies,4096,0.2,0.2,1,48,15,26.236,52.58,9,12,9,0,21,0,2,False,30252,3450,7178,6322
5,no_fairness,4096,0.2,0.2,1,48,12,22.756,52.58,9,12,9,0,24,0,2,False,24957,3128,5338,5834
6,isoko,4096,0.2,0.2,1,48,13,23.646,48.160000000000004,11,12,11,0,23,0,9,False,29103,3450,4981,7998
6,fifo,4096,0.2,0.2,1,48,14,20.740000000000002,48.160000000000004,6,12,6,1,22,0,6,False,29941,3128,3341,8766
6,edf,4096,0.2,0.2,1,48,16,25.658,48.160000000000004,8,12,7,0,20,0,5,False,32245,3266,5464,4626
6,risk,4096,0.2,0.2,1,48,13,19.97,48.160000000000004,5,12,5,1,23,0,4,False,30120,3220,3750,9181
6,density,4096,0.2,0.2,1,48,16,27.876,48.160000000000004,11,12,11,1,20,0,9,False,32995,3864,6136,8705
6,no_dependencies,4096,0.2,0.2,1,48,16,26.496000000000002,48.160000000000004,10,12,10,0,20,0,9,False,31805,3726,5903,8704
6,no_fairness,4096,0.2,0.2,1,48,13,23.646,48.160000000000004,11,12,11,0,23,0,9,False,29103,3450,4981,7998
7,isoko,4096,0.2,0.2,1,48,14,22.074,42.0,11,12,11,0,22,0,7,False,31472,3496,6138,8026
7,fifo,4096,0.2,0.2,1,48,10,11.604000000000001,42.0,5,12,5,3,26,0,3,False,32856,2944,8347,7584
7,edf,4096,0.2,0.2,1,48,14,16.056,42.0,6,12,6,2,22,0,3,False,33177,3266,7653,7413
7,risk,4096,0.2,0.2,1,48,14,19.114,42.0,5,12,4,3,22,0,4,False,34747,3174,9301,7820
